#Table1
specobjid,objid8,ra,dec,spiral,elliptical,uncertain
319780065560782848,1237674648854266134,178.4077,-1.085222,1,0,0
319780340438689792,1237674648854331621,178.5995,-1.115694,0,0,1
319781165072410624,1237674649391202403,178.5411,-0.7847222,0,0,1
319781714828224512,1237648720156229791,178.2972,-0.8547222,0,1,0
319781989706131456,1237674649391136888,178.4797,-0.7936667,0,1,0
319782264584038400,1237648720156295372,178.4569,-0.9174722,0,1,0
319782539461945344,1237648720156229760,178.2478,-0.9495556,1,0,0
319782814339852288,1237648720156229796,178.3011,-1.028917,0,0,1
319783089217759232,1237674648854331450,178.5733,-1.140944,0,0,1
319783364095666176,1237648720693297438,178.774,-0.5822778,0,0,1
319783913851480064,1237674649391267962,178.7122,-0.6529444,0,0,1
319784463607293952,1237648720693297360,178.6915,-0.4387778,0,1,0
319784738485200896,1237648720693297454,178.7742,-0.4603333,0,0,1
319785013363107840,1237674649391267945,178.6915,-0.6909167,0,0,1
319785288241014784,1237674649391267941,178.6796,-0.6723334,0,0,1
319785837996828672,1237648720693297376,178.7114,-0.5545833,1,0,0
319786112874735616,1237674649928204316,178.85,-0.4092778,0,0,1
319786662630549504,1237674649928138961,178.7419,-0.3921111,0,0,1
319786937508456448,1237648720693362808,178.8069,-0.5261111,0,1,0
319787212386363392,1237648720693362876,178.876,-0.5607778,0,0,1
319787762142177280,1237674649928138965,178.7572,-0.4002778,0,0,1
319788037020084224,1237674649928204520,178.8243,-0.3323889,0,0,1
319788311897991168,1237648720693362830,178.8181,-0.5056667,0,0,1
319788586775898112,1237648720693362880,178.8765,-0.4463055,0,0,1
319788861653805056,1237674648854069474,177.9552,-1.129306,0,0,1
319789136531712000,1237674648854134908,178.1422,-1.219833,0,0,1
319791335554967552,1237674648854135080,178.1181,-1.14575,0,0,1
319792160188688384,1237648720156164244,178.1718,-0.8951389,0,1,0
319792435066595328,1237674649391071384,178.2312,-0.7908056,0,0,1
319792984822409216,1237648720156098722,177.926,-0.9226944,1,0,0
319793534578223104,1237648720156098735,177.9517,-0.9380278,1,0,0
319794084334036992,1237648720156229743,178.2243,-0.9059167,0,0,1
319794359211943936,1237648720693231728,178.4908,-0.6157222,1,0,0
319794634089850880,1237648720693166271,178.466,-0.4505278,0,0,1
319794908967757824,1237648720693166121,178.4056,-0.6009167,1,0,0
319795183845664768,1237648720693166240,178.4093,-0.6273889,1,0,0
319795458723571712,1237648720693231844,178.6225,-0.6031111,1,0,0
319795733601478656,1237648720693166133,178.4254,-0.6199445,0,0,1
319796008479385600,1237674649391202415,178.5474,-0.7374167,1,0,0
319796283357292544,1237648720693231729,178.4932,-0.4753056,1,0,0
319796558235199488,1237648720693166246,178.4199,-0.4297778,0,0,1
319797107991013376,1237648721230102722,178.5376,-0.1992778,0,0,1
319797932624734208,1237674649928073365,178.5617,-0.2689167,0,0,1
319798207502641152,1237648720693166273,178.4678,-0.5292222,1,0,0
319798482380548096,1237674649928073308,178.6511,-0.4161111,0,0,1
319799032136361984,1237648720693231789,178.6078,-0.4720556,0,0,1
319799856770082816,1237648720693100668,178.2626,-0.4478889,0,0,1
319800131647989760,1237674649391136828,178.362,-0.7568055,0,0,1
319800956281710592,1237674649391005905,178.1891,-0.7364166,1,0,0
319801231159617536,1237648720693035284,178.1807,-0.5301389,1,0,0
319801506037524480,1237674649391071454,178.3406,-0.6921389,1,0,0
319802055793338368,1237674649391071444,178.3365,-0.7604722,0,0,1
319802605549152256,1237674649927942349,178.3416,-0.3142778,1,0,0
319803155304966144,1237674649927942296,178.2869,-0.2738056,0,0,1
319803430182873088,1237674649927942253,178.2408,-0.2281944,0,0,1
319803705060780032,1237674649927942309,178.2914,-0.399,0,0,1
319803979938686976,1237674649928007798,178.3831,-0.2154722,0,0,1
319804254816593920,1237648720693100709,178.3238,-0.4316944,0,0,1
319804529694500864,1237674649927942170,178.2263,-0.2356944,0,0,1
319805079450314752,1237674649927942239,178.2055,-0.3798333,0,0,1
319805354328221696,1237648720692969665,178.0051,-0.4703056,1,0,0
319805629206128640,1237674649927876749,178.1549,-0.4075,0,0,1
319805904084035584,1237648720693035447,178.1035,-0.6103055,0,0,1
319806178961942528,1237674649391005881,178.143,-0.7082222,1,0,0
319806728717756416,1237674649927811272,178.0528,-0.2353889,0,1,0
319807003595663360,1237674649391005832,178.0955,-0.7584167,0,1,0
319807553351477248,1237674649391005976,178.1547,-0.74575,0,0,1
319808927741011968,1237674649927876756,178.1603,-0.3571111,0,0,1
319809202618918912,1237648720693035329,178.0841,-0.508,0,1,0
319809477496825856,1237674649391005842,178.0963,-0.6703611,1,0,0
319809752374732800,1237648721229906111,178.081,-0.1864444,0,0,1
319810302130546688,1237648720692969675,178.0173,-0.4210556,0,0,1
319810577008453632,1237674649927876697,178.0753,-0.2711389,1,0,0
319810851886360576,1237648720156033209,177.8216,-0.9499167,1,0,0
319811126764267520,1237674648854003842,177.7805,-1.072833,0,0,1
319811401642174464,1237674648853938402,177.6795,-1.071972,1,0,0
319811951397988352,1237674648853938363,177.6257,-1.114278,1,0,0
319812226275895296,1237648720155967513,177.6591,-0.8907222,0,0,1
319812776031709184,1237648720155967557,177.6155,-0.9989167,1,0,0
319813050909616128,1237674648853938329,177.6966,-1.103639,0,0,1
319813325787523072,1237648720155967625,177.732,-0.9164722,1,0,0
319813600665430016,1237648720156033220,177.8349,-0.9741111,0,0,1
319813875543336960,1237674649390809332,177.7514,-0.7928889,0,0,1
319814150421243904,1237674649390874915,177.9039,-0.7715555,0,0,1
319814425299150848,1237648720156033194,177.8114,-0.9158056,0,0,1
319814700177057792,1237648720156033207,177.8204,-0.8516945,1,0,0
319814975054964736,1237674649390874816,177.7791,-0.7710556,0,0,1
319816349444499456,1237674649390940354,177.9729,-0.7647778,0,0,1
319816624322406400,1237674649390809143,177.7065,-0.7133889,0,0,1
319816899200313344,1237674649927745631,177.7635,-0.2105,0,0,1
319817174078220288,1237674649927680217,177.743,-0.3679444,0,0,1
319817723834034176,1237674649390940327,177.9643,-0.7434167,1,0,0
319817998711941120,1237648720692969641,177.9573,-0.56175,1,0,0
319818548467755008,1237674649390809301,177.7277,-0.6991111,0,0,1
319818823345661952,1237674649390940282,177.9274,-0.7162222,0,0,1
319819098223568896,1237674649927745715,177.8699,-0.2145,0,0,1
319819373101475840,1237674649927745737,177.8982,-0.3748889,0,0,1
319819922857289728,1237674649390809329,177.7492,-0.6793333,1,0,0
319820197735196672,1237648720692969596,177.8969,-0.5538055,1,0,0
319820747491010560,1237674649927811080,177.9078,-0.2430278,0,1,0
319821022368917504,1237674649390874899,177.8807,-0.6393611,0,0,1
319821297246824448,1237674649927680202,177.7133,-0.4076667,0,0,1
319821572124731392,1237674649390940269,177.9132,-0.6544722,0,0,1
319821847002638336,1237674648853807321,177.4012,-1.131389,1,0,0
319822396758452224,1237648720155836533,177.3294,-1.014667,0,0,1
319822671636359168,1237648720155836544,177.3522,-1.019333,0,0,1
319822946514266112,1237674648853872833,177.5389,-1.171028,0,0,1
319823221392173056,1237648720155902128,177.5814,-0.9535277,0,0,1
319824595781707776,1237648720155836585,177.4182,-0.8482222,0,0,1
319824870659614720,1237648720155902104,177.5471,-0.9569445,1,0,0
319825145537521664,1237674648853872782,177.4915,-1.233333,0,0,1
319825420415428608,1237674648853872796,177.506,-1.126944,0,0,1
319825695293335552,1237648720155967547,177.5996,-1.008389,0,0,1
319825970171242496,1237671126978134047,177.3507,-0.8711389,1,0,0
319826519927056384,1237674649390743677,177.5116,-0.8263333,0,0,1
319826794804963328,1237674648853807317,177.3898,-1.117056,0,0,1
319827344560777216,1237648720692772987,177.5247,-0.6241944,0,0,1
319827619438684160,1237648720692838646,177.638,-0.5614722,0,0,1
319828169194498048,1237674649390809199,177.6226,-0.77125,1,0,0
319828444072404992,1237674649390743742,177.5925,-0.7545556,0,0,1
319828718950311936,1237671126978330713,177.5519,-0.4626389,0,0,1
319828993828218880,1237648720692773115,177.5851,-0.5931111,0,0,1
319830093339846656,1237648720692838615,177.5987,-0.4735833,0,0,1
319830368217753600,1237671126978265235,177.5053,-0.4921389,1,0,0
319830643095660544,1237674649927680190,177.7091,-0.2236944,0,0,1
319830917973567488,1237674649927614693,177.5684,-0.3963056,1,0,0
319831742607288320,1237648720692838422,177.6029,-0.5293611,0,0,1
319832292363102208,1237674649927680131,177.6204,-0.3497222,0,0,1
319832567241009152,1237648720692773062,177.578,-0.6086944,0,0,1
319832842118916096,1237671126978068597,177.2815,-1.005139,0,0,1
319833116996823040,1237674648853741768,177.2069,-1.169583,1,0,0
319833391874729984,1237671126978003198,177.2065,-0.9945833,0,0,1
319833666752636928,1237674648853741776,177.2261,-1.224278,0,0,1
319833941630543872,1237674648853741784,177.258,-1.102611,0,0,1
319834216508450816,1237674648853676243,177.155,-1.212833,0,1,0
319834491386357760,1237674648853807337,177.4209,-1.230472,1,0,0
319834766264264704,1237674648853741720,177.1632,-1.137417,0,0,1
319835041142171648,1237674648853741762,177.2039,-1.185583,0,0,1
319835316020078592,1237674648853741728,177.1664,-1.202194,0,0,1
319835865775892480,1237648720155836517,177.3154,-0.9769167,1,0,0
319837240165427200,1237671126978068613,177.2833,-0.95125,0,0,1
319837789921241088,1237671139870245140,176.9804,-0.8421389,1,0,0
319838064799148032,1237674648853610662,176.9981,-1.110028,0,0,1
319838339677054976,1237671126978199642,177.2781,-0.6238889,0,0,1
319838614554961920,1237671139870310555,177.1159,-0.6639166,0,0,1
319838889432868864,1237674649927549145,177.3588,-0.3050278,0,1,0
319839988944496640,1237674649927614594,177.4733,-0.31725,0,0,1
319840263822403584,1237674649390678137,177.3455,-0.7385556,0,0,1
319841088456124416,1237671126978265240,177.4758,-0.4756667,0,0,1
319841638211938304,1237671127515136238,177.1685,-0.2861944,0,0,1
319841913089845248,1237674649390678198,177.4271,-0.6595833,0,0,1
319842187967752192,1237674649390743662,177.4972,-0.7628334,0,0,1
319842462845659136,1237674649927614573,177.4604,-0.40425,0,0,1
319843287479379968,1237671139870310530,177.0907,-0.6759167,0,0,1
319843562357286912,1237674649390678209,177.4302,-0.7499444,0,0,1
319843837235193856,1237648722303254745,177.2566,0.7808889,1,0,0
319845761380542464,1237671128052531339,177.2389,0.9993333,0,0,1
319846036258449408,1237671140944773288,177.2264,1.098778,1,0,0
319846311136356352,1237671128052596813,177.2665,1.079528,0,0,1
319846586014263296,1237648722303320164,177.3013,0.7992778,0,1,0
319846860892170240,1237671140407771442,177.3366,0.7496945,1,0,0
319847135770077184,1237671140407771390,177.2975,0.692,1,0,0
319848235281704960,1237648722303254752,177.2627,0.7620556,1,0,0
319848785037518848,1237671140944642209,176.9347,0.8650556,0,0,1
319849334793332736,1237671139870834900,177.642,0.2756111,0,0,1
319849609671239680,1237671140407640297,177.1916,0.4526944,0,0,1
319850159427053568,1237671127515463786,177.4442,0.2498889,0,0,1
319850434304960512,1237674650464157831,176.7551,0.1838889,0,0,1
319850984060774400,1237671127515267185,177.1574,0.02469444,0,0,1
319851258938681344,1237671127515529342,177.4668,0.4638889,0,0,1
319851533816588288,1237671139870703883,177.5034,0.1593889,0,0,1
319852358450309120,1237671140407574802,177.1177,0.3063611,0,1,0
319853732839843840,1237671139870769347,177.6073,0.27225,1,0,0
319854007717750784,1237671139870769163,177.5983,0.1441944,0,0,1
319854282595657728,1237674650464551027,177.6732,0.1161667,0,0,1
319854557473564672,0,177.4493,0.1285556,0,0,1
319855107229378560,1237671140407967939,177.6364,0.9806666,0,0,1
319855656985192448,1237671140408033352,177.7048,1.090972,1,0,0
319856206741006336,1237671128052662393,177.4713,1.165028,0,0,1
319856481618913280,1237671127515660437,177.7092,0.7516111,1,0,0
319856756496820224,1237671140407967967,177.5392,1.074444,0,0,1
319857031374727168,1237671127515725906,177.6918,0.8863889,0,1,0
319857306252634112,1237671128052596889,177.4056,0.9800278,0,0,1
319857581130541056,1237671127515660356,177.6272,0.6741111,0,0,1
319858130886354944,1237671127515594887,177.5624,0.6577222,0,0,1
319858405764261888,1237671140407967840,177.5868,1.073111,0,0,1
319858955520075776,1237671127515725882,177.6324,0.8896389,0,0,1
319859505275889664,1237671127515791461,177.6998,0.9726945,0,0,1
319860329909610496,1237648721229774911,177.879,-0.07775,1,0,0
319860879665424384,1237671127515529376,177.4428,0.5329167,0,0,1
319861704299145216,1237648721229774994,177.8132,-0.1751111,1,0,0
319861979177052160,1237671126978658310,177.805,0.2228611,1,0,0
319862254054959104,1237674650464616522,177.7922,0.1144444,0,0,1
319862528932866048,1237674650464616547,177.8197,0.06575,1,0,0
319862803810772992,1237671126978658447,177.769,0.2483611,1,0,0
319863078688679936,1237648721229840498,177.8878,-0.15625,0,0,1
319864178200307712,1237671126978527293,177.725,-0.03194444,0,0,1
319864453078214656,1237674650464551038,177.6858,0.02758333,0,0,1
319865277711935488,1237648721229774924,177.8811,-0.05102778,1,0,0
319865552589842432,1237674650464616566,177.8443,0.1173056,0,0,1
319865827467749376,1237671127515857073,177.8208,1.154944,0,0,1
319866926979377152,1237671127515857076,177.7984,1.16975,0,0,1
319867201857284096,1237671127515857021,177.838,1.073417,1,0,0
319867476735191040,1237671139871031480,177.8671,0.7286944,0,0,1
319867751613097984,1237671127515857012,177.7671,1.099444,0,0,1
319868301368911872,1237671140408033624,177.688,1.153583,0,0,1
319868576246818816,1237671139871031470,177.8477,0.7332222,0,0,1
319868851124725760,1237671127515725979,177.733,0.9415278,0,0,1
319869400880539648,1237671127515791392,177.7499,0.9793056,0,1,0
319870225514260480,1237671139871097008,177.9094,0.8295833,0,0,1
319870775270074368,1237671127515857041,177.7842,1.120972,0,0,1
319871599903795200,1237674650464682176,178.0137,0.04677778,0,0,1
319871874781702144,1237648721766711362,178.0021,0.2849444,0,0,1
319872149659609088,1237674650464682108,177.9373,0.1093889,0,0,1
319872424537516032,1237671126978723987,178.01,0.4307222,0,0,1
319872699415422976,1237674650464682144,177.9794,0.1112778,0,0,1
319873249171236864,1237648721766711509,178.0016,0.2579167,0,0,1
319873524049143808,1237674650464682198,178.0223,0.07408334,0,0,1
319873798927050752,1237648721766711475,177.9843,0.2508889,0,0,1
319874348682864640,1237671126978658531,177.9408,0.2927778,1,0,0
319874623560771584,1237674650464616595,177.9012,0.0005277778,1,0,0
319874898438678528,1237648721229840575,178.0261,-0.1663611,0,1,0
319875448194492416,1237674650464682156,177.9992,0.1685556,0,0,1
319875723072399360,1237674650464682224,178.0442,0.0185,0,0,1
319875997950306304,1237671126978658587,177.9576,0.2575833,1,0,0
319876272828213248,1237674650464682136,177.968,0.1279722,0,0,1
319876547706120192,1237674650464682249,177.9258,0.03547222,0,1,0
319876822584027136,1237671139871228022,178.0096,1.122333,0,0,1
319877097461934080,1237671139871162481,178.0082,0.9422222,0,0,1
319877372339841024,1237671139871162466,178.0374,0.9085833,0,0,1
319878471851468800,1237671139871162572,177.9729,0.9413056,0,0,1
319879021607282688,1237671139871228040,178.1596,1.065889,0,0,1
319879296485189632,1237671139871162522,178.0731,0.9923611,0,0,1
319880121118910464,1237671126978789559,178.0573,0.5632222,0,0,1
319880395996817408,1237671126978986116,178.1816,0.9748055,1,0,0
319881220630538240,1237671139871293576,178.1494,1.199278,0,0,1
319881495508445184,1237671126978986085,178.153,0.9151945,0,0,1
319882045264259072,1237671139871162553,178.0638,1.043472,0,0,1
319882320142166016,1237671139871097050,178.0077,0.8583333,0,0,1
319883969409607680,1237648721766842523,178.2368,0.3291667,0,1,0
319885343799142400,1237648721766842488,178.1977,0.2639722,1,0,0
319885893554956288,1237648721229906141,178.1198,-0.1380556,0,1,0
319886443310770176,1237648721229906129,178.1108,-0.1084444,0,0,1
319886718188677120,1237648721766842512,178.2268,0.3653333,0,0,1
319886993066584064,1237648721229906004,178.1345,-0.06277778,0,0,1
319887267944491008,1237648721229906078,178.0537,-0.1141389,1,0,0
319887542822397952,1237648721766777013,178.1095,0.2953889,0,0,1
319887817700304896,1237674650464878652,178.4996,0.12275,1,0,0
319888367456118784,1237648721766908077,178.4546,0.3788333,0,0,1
319888917211932672,1237648721766908058,178.4428,0.3296111,1,0,0
319889466967746560,1237648721766908114,178.4821,0.3415,0,0,1
319890841357281280,1237648721766842445,178.2835,0.3690833,1,0,0
319891116235188224,1237648721230102751,178.4855,-0.1055556,0,0,1
319891391113095168,1237648721766908093,178.4637,0.3925556,0,0,1
319892215746816000,1237648721766907969,178.441,0.3461111,1,0,0
319892490624722944,1237648721766908088,178.4622,0.4181389,0,0,1
319892765502629888,1237648721766907993,178.3385,0.2836389,0,0,1
319893040380536832,1237674650464878681,178.3946,0.1779444,0,0,1
319893590136350720,1237648721766973609,178.6085,0.2775278,1,0,0
319895239403792384,1237674651001815331,178.5945,0.5309445,0,0,1
319895514281699328,1237674650464944365,178.6318,0.1750278,1,0,0
319895789159606272,1237674650464944336,178.5873,0.1442222,0,0,1
319896613793327104,1237674650465009772,178.7024,0.1031389,1,0,0
319896888671234048,1237674650464944193,178.5614,0.01547222,1,0,0
319897163549140992,1237674650464944151,178.5427,0.1385556,0,0,1
319897438427047936,1237674650465009777,178.7002,0.03175,0,0,1
319898263060768768,1237674650464944320,178.5604,0.06088889,1,0,0
319898812816582656,1237671126979117170,178.3154,1.204611,0,0,1
319899362572396544,1237671139871293673,178.2188,1.252583,0,0,1
319900187206117376,1237671126979051710,178.2846,1.1225,1,0,0
319900462084024320,1237671126978920579,178.205,0.6993889,1,0,0
319900736961931264,1237671139871293590,178.192,1.194806,0,1,0
319901011839838208,1237671139871293634,178.2057,1.222222,0,0,1
319901286717745152,1237671126979117150,178.2762,1.199778,1,0,0
319903210863093760,1237671126978986162,178.2231,0.8943334,0,1,0
319903485741000704,1237648722303713442,178.2405,0.7026944,1,0,0
319903760618907648,1237671126978986091,178.2995,0.8418611,0,1,0
319904035496814592,1237671126978854988,178.203,0.6619444,0,0,1
319904310374721536,1237648721767104692,178.918,0.4135556,0,0,1
319904585252628480,1237648721767104612,178.797,0.3406111,0,0,1
319904860130535424,1237648721767039082,178.7694,0.3700278,0,0,1
319905135008442368,1237648721230299182,179.0135,-0.04347222,0,0,1
319905409886349312,1237648721767104642,178.8388,0.3388056,1,0,0
319905959642163200,1237674651001946271,178.8793,0.4289167,0,0,1
319906234520070144,1237674650465140841,178.9571,0.02866667,0,0,1
319906509397977088,1237674651001880758,178.7601,0.5727222,0,0,1
319906784275884032,1237674650465140907,179.0182,0.1993055,0,1,0
319907059153790976,1237648721230299286,179.0016,-0.1036944,1,0,0
319907608909604864,1237648721230168242,178.7388,-0.1491944,1,0,0
319907883787511808,1237674650465075416,178.9311,0.06669445,0,0,1
319908158665418752,1237674650465075402,178.9065,0.04122222,0,0,1
319908433543325696,1237648721767170207,178.9832,0.2194722,0,0,1
319908983299139584,0,179.0047,0.2105278,1,0,0
319909258177046528,1237674650465075297,178.918,0.1247222,0,0,1
319909533054953472,1237648721230299243,178.9522,-0.16125,0,0,1
319910082810767360,1237648722303844443,178.509,0.7852778,1,0,0
319910632566581248,1237674651538686147,178.6358,0.9489722,0,0,1
319911732078209024,1237671126979117184,178.3563,1.202861,1,0,0
319912006956115968,1237674651538686149,178.6392,0.9669167,0,0,1
319913106467743744,1237648722303844479,178.5575,0.6527222,0,0,1
319914205979371520,1237674651001815384,178.5199,0.6051667,0,0,1
319914755735185408,1237648722303778927,178.3386,0.7828889,1,0,0
319915030613092352,1237648722303844440,178.5042,0.6539444,0,0,1
319915305490999296,1237648721230364701,179.0879,-0.02827778,0,0,1
319915580368906240,1237674651002077368,179.2027,0.4460278,0,0,1
319915855246813184,1237648721767170243,179.0284,0.4039167,1,0,0
319916130124720128,1237674650465206467,179.2245,0.1934167,0,0,1
319916954758440960,1237674650465140958,179.0712,0.05566667,1,0,0
319917229636347904,1237674650465206417,179.1593,0.04461111,0,0,1
319917504514254848,1237648721230430324,179.2361,-0.08677778,0,0,1
319917779392161792,1237674650465206450,179.2101,0.1636944,0,0,1
319918054270068736,1237648721230364906,179.1582,-0.08736111,0,0,1
319918329147975680,1237674650465206383,179.1186,0.06386111,0,0,1
319918604025882624,1237648721230364858,179.1165,-0.1493333,0,0,1
319919153781696512,1237648721230364951,179.2085,-0.1623611,0,0,1
319919428659603456,1237674650465140935,179.0428,0.11375,1,0,0
319919703537510400,1237674650465206439,179.1958,0.03422222,0,1,0
319919978415417344,1237648721230364930,179.1761,-0.03777778,0,0,1
319920253293324288,1237648721230299335,179.0309,-0.1733333,1,0,0
319920528171231232,1237648721230364770,179.2214,-0.1076667,1,0,0
319921077927045120,1237648722304041057,178.9805,0.7483333,0,0,1
319921352804952064,1237674651001880734,178.731,0.5888889,1,0,0
319921902560765952,1237674651538751681,178.7283,0.8447778,1,0,0
319922177438672896,1237674651538817117,178.8123,0.8857778,0,0,1
319922452316579840,1237648722304172241,179.2453,0.6772778,0,0,1
319922727194486784,1237648722304172229,179.2413,0.7116666,0,0,1
319923276950300672,1237648722304106617,179.1881,0.7422778,1,0,0
319923551828207616,1237674651002142892,179.3031,0.6206667,0,0,1
319924101584021504,1237648722303909995,178.7145,0.6525277,0,1,0
319924376461928448,1237648722304041090,179.0293,0.7062778,0,0,1
319924651339835392,1237648722303910008,178.7405,0.6761389,1,0,0
319924926217742336,1237674651538882680,179.0024,0.8408333,0,0,1
319925475973556224,1237648722840780931,178.7587,1.109556,0,0,1
319926300607277056,1237674650465337512,179.4565,0.03458333,0,0,1
319926575485184000,1237674651002077394,179.2504,0.4527222,0,0,1
319926850363090944,1237648721230495913,179.417,-0.01727778,0,1,0
319927125240997888,1237648721767366750,179.4223,0.2837778,1,0,0
319927400118904832,1237674650465272044,179.3701,0.1756111,0,0,1
319927674996811776,1237674650465272023,179.3546,0.07386111,0,0,1
319927949874718720,1237648721230495965,179.4471,-0.1853333,1,0,0
319928224752625664,1237674650465271943,179.2973,0.1749722,0,1,0
319928774508439552,1237674650465272036,179.3649,0.09652778,0,0,1
319929049386346496,1237648721230495987,179.4558,-0.07941667,0,0,1
319929324264253440,1237674650465337432,179.4065,0.1254722,0,0,1
319929599142160384,1237674650465271926,179.262,0.1547778,0,0,1
319929874020067328,1237674650465337472,179.4312,0.0235,0,0,1
319930423775881216,1237674650465271936,179.2836,0.04708333,0,0,1
319930698653788160,1237648721230495996,179.4666,-0.1656944,1,0,0
319930973531695104,1237674651002142925,179.346,0.4871944,1,0,0
319931248409602048,1237674650465337459,179.4238,0.008611111,0,0,1
319931523287508992,1237674651002142866,179.2688,0.5568333,1,0,0
320881776228591616,1237674648855183577,180.4626,-1.194333,0,0,1
320882051106498560,1237674648855183476,180.454,-1.134056,0,1,0
320882600862312448,1237648720157212811,180.4355,-1.038417,1,0,0
320882875740219392,1237648720157147371,180.3214,-0.9781389,0,0,1
320883150618126336,1237674648855052504,180.2783,-1.117056,0,0,1
320883975251847168,1237674648855117995,180.3954,-1.098861,1,0,0
320884250129754112,1237674648855118005,180.3985,-1.132417,0,0,1
320884525007661056,1237648720157212792,180.5628,-0.9789166,1,0,0
320884799885568000,1237674649392185490,180.7779,-0.8086666,0,0,1
320885074763474944,1237674649392119972,180.74,-0.7814167,0,0,1
320885349641381888,1237674648855183386,180.4819,-1.06925,1,0,0
320885624519288832,1237674648855118057,180.351,-1.124,1,0,0
320885899397195776,1237674649391923378,180.2696,-0.7875278,0,0,1
320886998908823552,1237648720157147482,180.3676,-0.8917222,0,0,1
320887273786730496,1237674649929121961,181.0201,-0.2933333,0,0,1
320887548664637440,1237674649929121868,180.9097,-0.35275,0,0,1
320887823542544384,1237674649929056397,180.8097,-0.2138611,0,0,1
320888923054172160,1237674649929122265,180.9463,-0.3366111,0,0,1
320889472809986048,1237674649929056409,180.8173,-0.3048889,0,0,1
320889747687892992,1237674649929056342,180.7542,-0.2911667,0,0,1
320890297443706880,1237648721231216754,181.0422,-0.1249167,1,0,0
320890572321613824,1237648721231085724,180.814,-0.1886944,0,0,1
320890847199520768,1237648721231085688,180.7685,-0.1243056,0,0,1
320891122077427712,1237648721231085660,180.7413,-0.19575,1,0,0
320891946711148544,1237648721231216655,181.0369,-0.2064167,1,0,0
320892221589055488,1237674649929121912,180.9804,-0.2114722,1,0,0
320892771344869376,1237674648855052449,180.191,-1.109083,0,0,1
320893046222776320,1237674648855052412,180.1615,-1.165167,0,1,0
320893321100683264,1237650372092625025,180.1046,-1.241083,0,0,1
320893870856497152,1237654668674990121,180.0434,-1.101694,0,1,0
320894145734404096,1237674648855052468,180.2011,-1.188222,0,0,1
320894420612311040,1237648720157081835,180.1835,-0.9134722,0,0,1
320894970368124928,1237674648855052474,180.205,-1.250361,0,0,1
320895245246031872,0,180.0464,-1.117167,0,0,1
320895795001845760,1237648720157081751,180.2034,-1.044611,0,0,1
320896069879752704,1237648720156950769,179.9659,-1.042556,0,1,0
320896344757659648,1237648720157016135,180.0356,-0.8893611,1,0,0
320896619635566592,1237648720157081698,180.1513,-0.9790278,0,0,1
320896894513473536,1237648702964957305,180.0175,-1.107889,1,0,0
320897719147194368,1237648720157016082,180.002,-1.027972,0,0,1
320897994025101312,1237648720157081846,180.2018,-1.022444,0,0,1
320898268903008256,1237648720694083665,180.4432,-0.4875833,0,0,1
320898543780915200,1237674649392054444,180.547,-0.7070278,0,0,1
320899093536729088,1237674649392054476,180.4621,-0.6554167,0,0,1
320899918170449920,1237674649392054382,180.4745,-0.7268333,0,0,1
320900193048356864,1237648720694083715,180.5244,-0.4318889,1,0,0
320900467926263808,1237674649392119921,180.655,-0.7046944,0,0,1
320900742804170752,1237674649928990914,180.6235,-0.3389722,0,1,0
320901017682077696,1237674649928991005,180.6927,-0.2471944,0,0,1
320901292559984640,1237674649928925427,180.5352,-0.2369167,0,0,1
320901567437891584,1237674649928925378,180.4935,-0.3874167,0,0,1
320901842315798528,1237648720694149293,180.682,-0.466,0,0,1
320902117193705472,1237648720694083696,180.4966,-0.4274445,0,0,1
320902392071612416,1237674649392119882,180.6224,-0.6669167,0,0,1
320902941827426304,1237674649928925349,180.482,-0.3487778,0,0,1
320903491583240192,1237674649928925403,180.5209,-0.3648611,0,0,1
320904041339054080,1237674648854855904,179.8275,-1.049083,0,0,1
320904316216961024,1237648720156950712,179.8847,-0.9960555,1,0,0
320904591094867968,1237674648854855999,179.8478,-1.237917,0,0,1
320905140850681856,1237674648854855863,179.7865,-1.189278,1,0,0
320905415728588800,1237674648854855883,179.8191,-1.108389,1,0,0
320905965484402688,1237674648854921339,179.8809,-1.146528,1,0,0
320906240362309632,1237674648854921311,179.8635,-1.155111,1,0,0
320906790118123520,1237674649391726755,179.8085,-0.8091667,0,0,1
320907064996030464,1237648720156950762,179.9635,-0.8586944,0,0,1
320907614751844352,1237674649391726749,179.805,-0.8248889,0,0,1
320907889629751296,1237674649391792192,179.8808,-0.7821389,0,0,1
320908164507658240,1237648720156950691,179.8702,-0.9258889,0,0,1
320908989141379072,1237674648854855732,179.7616,-1.0935,0,0,1
320909264019286016,1237648720693952670,180.2176,-0.4581389,0,0,1
320909538897192960,1237648720694018183,180.4096,-0.4636389,0,0,1
320909813775099904,1237648720694018238,180.3777,-0.4983611,0,0,1
320910088653006848,1237648720694018167,180.3936,-0.4946667,0,0,1
320910363530913792,1237674649928859774,180.3056,-0.2226667,0,0,1
320910913286727680,1237674649391988840,180.3663,-0.7183889,1,0,0
320911188164634624,1237674649391923370,180.2581,-0.6766111,0,0,1
320911463042541568,1237648720694018149,180.3625,-0.4473056,0,1,0
320911737920448512,1237674649928794312,180.278,-0.3200555,1,0,0
320912012798355456,1237648721230823835,180.2456,-0.1512778,1,0,0
320912837432076288,1237674649928859823,180.3405,-0.2349722,0,0,1
320913112309983232,1237674649928859820,180.3385,-0.3263611,0,0,1
320913662065797120,1237648721230954603,180.432,-0.1845,0,0,1
