,specobjid,objid8,ra,dec,Gtype
8798,324361461306517504,1237648722843336864,184.6106,1.137444,S
8799,324362011062331392,1237648722306465930,184.4907,0.7901111,UN
8800,324362285940238336,1237648705651343495,184.6091,1.042139,UN
8801,324362835696052224,1237648722306465984,184.5659,0.7353889,UN
8802,324363110573959168,1237648722306400454,184.4601,0.8020278,UN
8803,324363385451866112,1237648705651277933,184.4501,0.9970555,UN
8804,324363660329773056,1237648705651343441,184.528,1.005361,UN
8805,324363935207680000,1237648705114144953,183.8565,0.61725,UN
8806,324364484963493888,1237648705114275926,184.0865,0.4307778,UN
8807,324364759841400832,1237648704577470554,184.2216,0.03538889,UN
8808,324365034719307776,1237648721769332799,183.9688,0.4006944,S
8809,324366134230935552,1237648704577405071,184.1896,0.09947222,S
8810,324367233742563328,1237648721232396481,183.8518,-0.05797222,UN
8811,324367783498377216,1237648721769529523,184.3468,0.3491111,S
8812,324368333254191104,1237648721232527419,184.1033,-0.08030555,E
8813,324368608132098048,1237648705114275975,184.1504,0.5234445,UN
8814,324369157887911936,1237648704577339546,183.9735,0.08161111,UN
8815,324369707643725824,1237648722306531470,184.72,0.7458611,S
8816,324371356911167488,1237648722843467884,184.8663,1.159194,UN
8817,324371631789074432,1237648722306596920,184.8235,0.8238889,UN
8818,324371906666981376,1237648722843467864,184.8302,1.168722,UN
8819,324372181544888320,1237648705651409023,184.6728,0.91675,UN
8820,324372731300702208,1237648705651474543,184.847,0.8610833,E
8821,324373006178609152,1237648705651474548,184.8525,1.025694,UN
8822,324373281056516096,1237648722306597124,184.8423,0.7454722,S
8823,324373830812329984,1237648705651343512,184.6504,0.89375,UN
8824,324374105690236928,1237648722306531484,184.7393,0.8126111,UN
8825,324374380568143872,1237648722306531441,184.6892,0.7728889,UN
8826,324375205201864704,1237648705114407147,184.464,0.5403056,E
8827,324375754957678592,1237648704577536226,184.4746,0.007583333,UN
8828,324376854469306368,1237648722306466015,184.6022,0.6665,UN
8829,324377953980934144,1237648721232724296,184.5137,-0.01047222,S
8830,324378503736748032,1237648704577667093,184.6958,0.09402778,UN
8831,324378778614654976,1237648722306531511,184.6773,0.7031944,S
8832,324379053492561920,1237648704577667187,184.6914,0.1846389,UN
8833,324379328370468864,1237648704577601667,184.6185,0.08055556,UN
8834,324379878126282752,1237648721769595064,184.5837,0.2559444,UN
8835,324380427882096640,1237648722843467902,184.8987,1.216611,S
8836,324380702760003584,1237648722843533368,184.9235,1.116889,UN
8837,324380977637910528,1237648722843467912,184.9138,1.235444,UN
8838,324381252515817472,1237648705651540047,185.012,0.8824167,UN
8839,324381527393724416,1237648705651540087,185.0689,0.9947222,S
8840,324382626905352192,1237648705651540099,185.0744,0.9496389,UN
8841,324382901783259136,1237648722843533443,185.0073,1.179861,UN
8842,324383451539073024,1237648705651540050,185.0141,0.8611944,UN
8843,324383726416979968,1237648722306728056,185.0741,0.7716944,UN
8844,324384001294886912,1237654671361507458,184.925,0.8407778,UN
8845,324384276172793856,1237648722306662529,184.9647,0.8103333,S
8846,324384551050700800,1237648722306662513,184.9509,0.7330555,UN
8847,324384825928607744,1237648722306597085,184.8997,0.7454166,UN
8848,324385100806514688,1237648705651540059,185.0258,0.9611945,S
8849,324385925440235520,1237648705114538140,184.7533,0.5765,UN
8850,324386200318142464,1237648722306597020,184.8175,0.6481667,UN
8851,324386750073956352,1237648705114538151,184.7893,0.4341111,S
8852,324387024951863296,1237648722306597036,184.8307,0.6969166,UN
8853,324387299829770240,1237648721232789747,184.7126,-0.08483333,S
8854,324387574707677184,1237648705114538060,184.7592,0.5150278,UN
8855,324388124463491072,1237648705114538169,184.8032,0.6049722,S
8856,324388399341398016,1237648704577667258,184.7931,0.04972222,S
8857,324388674219304960,1237648704577667370,184.7652,0.08097222,UN
8858,324388949097211904,1237648721232789765,184.7437,-0.04216667,UN
8859,324389498853025792,1237648704577667254,184.7827,0.1409722,UN
8860,324389773730932736,1237648704577667242,184.7773,0.02741667,UN
8861,324390873242560512,1237648704577732678,184.8322,0.04430556,E
8862,324391148120467456,1237648705114538118,184.7033,0.4792222,UN
8863,324391972754188288,1237648722306662580,185.0318,0.6952778,UN
8864,324393622021629952,1237648721769791581,184.9309,0.3732222,S
8865,324394171777443840,1237648721769726005,184.9196,0.2841667,S
8866,324394446655350784,1237648705114603547,184.8488,0.5621945,S
8867,324394721533257728,1237648704577798289,185.0199,0.1907222,UN
8868,324394996411164672,1237648704577798275,185.0123,0.1396944,UN
8869,324395271289071616,1237648721769726103,184.8883,0.22775,UN
8870,324395546166978560,1237648704577798292,185.0274,0.09533333,UN
8871,324395821044885504,1237648705114603706,184.9542,0.5782778,UN
8872,324396370800699392,1237648704577732723,184.9525,0.1889167,E
8873,324396645678606336,1237648722306596955,184.8551,0.6309444,UN
8874,324397195434420224,1237648704577863764,185.1367,0.0715,E
8875,324398020068141056,1237648704577929296,185.2675,0.08461111,UN
8876,324398294946048000,1237654670287831161,185.1814,0.00125,UN
8877,324398569823954944,1237648704577863831,185.2325,0.1718889,UN
8878,324399394457675776,1237648721769922908,185.229,0.2261111,S
8879,324399669335582720,1237648721769857224,185.142,0.2694167,UN
8880,324399944213489664,1237648721769857272,185.2095,0.3239722,E
8881,324400493969303552,1237648704577798298,185.0364,0.1766667,UN
8882,324400768847210496,1237648705114734841,185.1535,0.4815,UN
8883,324401593480931328,1237648705114669196,185.0444,0.4689444,UN
8884,324401868358838272,1237648704577863882,185.2105,0.1359167,UN
8885,324402143236745216,1237648721232986314,185.1654,-0.02583333,S
8886,324402692992559104,1237648705114734852,185.2239,0.6086389,S
8887,324402967870466048,1237648722843664470,185.222,1.129694,UN
8888,324403242748372992,1237648722843598895,185.212,1.087194,UN
8889,324403517626279936,1237648705651671241,185.29,1.032417,UN
8890,324403792504186880,1237648705651540110,185.0934,0.9699444,UN
8891,324404067382093824,1237648722843598992,185.1784,1.107083,UN
8892,324404342260000768,1237648722843598978,185.1664,1.202917,E
8893,324404617137907712,1237648722843598999,185.1877,1.15925,UN
8894,324405441771628544,1237648705651671121,185.2906,0.8899722,UN
8895,324405991527442432,1237648722843599011,185.2001,1.173806,UN
8896,324406816161163264,1237648705651605631,185.2281,0.9058055,UN
8897,324407091039070208,1237648705651671130,185.2977,0.9833611,UN
8898,324407915672791040,1237648721769922740,185.3132,0.24425,UN
8899,324408465428604928,1237648721769922744,185.3134,0.215,UN
8900,324409015184418816,1237648704577929251,185.3794,0.08691667,UN
8901,324409839818139648,1237648721769922768,185.3458,0.2723611,UN
8902,324410114696046592,1237648721769988185,185.3864,0.2153056,UN
8903,324410389573953536,1237648721769988263,185.4329,0.4088333,S
8904,324410664451860480,1237648705114800258,185.351,0.5208611,UN
8905,324410939329767424,1237648705114800249,185.3391,0.6200833,UN
8906,324411489085581312,1237648705114800239,185.3168,0.6226944,E
8907,324411763963488256,1237648721769922790,185.3682,0.2186944,UN
8908,324412038841395200,1237648721769988322,185.4645,0.3686667,UN
8909,324412313719302144,1237648705114865761,185.4132,0.54025,UN
8910,324412863475116032,1237648721769988237,185.4303,0.3295,UN
8911,324413138353022976,1237648721769988315,185.4641,0.3425833,E
8912,324413688108836864,1237648722843795529,185.561,1.228056,E
8913,324413962986743808,1237648722306990259,185.7005,0.7476667,UN
8914,324414237864650752,1237648705651671211,185.3807,0.9289167,UN
8915,324414512742557696,1237648705651802160,185.5624,1.038167,UN
8916,324414787620464640,1237648705651736681,185.5325,1.039167,UN
8917,324416162009999360,1237648705651671269,185.4045,0.9868889,E
8918,324416436887906304,1237648722306924585,185.6016,0.7159445,UN
8919,324416711765813248,1237648705651671148,185.3103,0.8510278,UN
8920,324416986643720192,1237648722843730083,185.4914,1.160778,UN
8921,324418086155347968,1237648705651736631,185.4312,1.038611,UN
8922,324418635911161856,1237648705651736662,185.4978,0.9708889,UN
8923,324418910789068800,1237648722306990086,185.6777,0.6985278,UN
8924,324419460544882688,1237648721770184872,185.8475,0.2294722,S
8925,324420010300696576,1237648705114931378,185.6498,0.5866944,UN
8926,324420285178603520,1237648705114997031,185.7997,0.5678889,S
8927,324420560056510464,1237648721770184860,185.8438,0.3047222,E
8928,324421109812324352,1237648704578125946,185.8351,0.1638889,E
8929,324422209323952128,1237648721770053785,185.5545,0.2625833,UN
8930,324423033957672960,1237648705114996951,185.8371,0.5843611,UN
8931,324423308835579904,1237648704578125923,185.7487,0.09636111,UN
8932,324423583713486848,1237648721770053824,185.6248,0.314,UN
8933,324423858591393792,1237648704577994777,185.4852,0.1633889,UN
8934,324424133469300736,1237648721770053807,185.6021,0.3546389,E
8935,324424683225114624,1237648705651802210,185.6293,1.015194,S
8936,324424958103021568,1237648722843795557,185.588,1.24025,S
8937,324425232980928512,1237648722843861180,185.8125,1.063778,UN
8938,324425782736742400,1237648705651933283,185.8933,1.026333,UN
8939,324426332492556288,1237648722307121155,185.9772,0.8305278,UN
8940,324426607370463232,1237648705651933360,185.9914,0.8777222,UN
8941,324426882248370176,1237648722843926608,185.8293,1.065611,UN
8942,324427157126277120,1237648705651802189,185.6171,0.881,UN
8943,324427432004184064,1237648705651933308,185.9277,0.9621944,UN
8944,324427706882091008,1237648722843795574,185.619,1.057083,S
8945,324427981759997952,1237648722306990250,185.6877,0.8234722,UN
8946,324428531515811840,1237648722307055683,185.9188,0.7291389,UN
8947,324428806393718784,1237648705651802266,185.6757,0.9402778,E
8948,324429081271625728,1237648722306924665,185.6115,0.8379722,S
8949,324429356149532672,1237648705651867762,185.7931,0.9348889,UN
8950,324429631027439616,1237648705651867716,185.7198,1.03475,UN
8951,324430180783253504,1237648721233510506,186.2712,-0.05772222,UN
8952,324430455661160448,1237648704578125964,185.8555,0.1332778,UN
8953,324430730539067392,1237648721770250403,186.1049,0.2792222,S
8954,324431280294881280,1237648704578257299,186.1469,0.1294167,UN
8955,324431555172788224,1237648704578257048,186.0396,0.1645833,UN
8956,324431830050695168,1237648704578322528,186.2298,0.06783333,UN
8957,324432104928602112,1237648721770315788,186.1446,0.3766389,UN
8958,324432379806509056,1237648721233313988,185.8776,-0.05744445,UN
8959,324432654684416000,1237648705115062393,185.9807,0.6229722,UN
8960,324433204440229888,1237648704578257089,186.1138,0.1528889,S
8961,324433479318136832,1237648721770184921,185.9067,0.3346389,S
8962,324434303951857664,1237648721770316005,186.2433,0.4073056,S
8963,324434578829764608,1237648705115062345,185.8996,0.6074167,UN
8964,325385656220018688,1237648720160358602,187.7006,-0.9388889,UN
8965,325385931097925632,1237648720160358507,187.6605,-0.9956945,S
8966,325386205975832576,1237648720160358546,187.7194,-1.046528,UN
8967,325386755731646464,1237648720160424046,187.8268,-0.8487222,S
8968,325387030609553408,1237648720160293076,187.5734,-0.8992222,UN
8969,325387580365367296,1237648703505236138,187.7452,-0.7029167,E
8970,325387855243274240,1237648703505367099,187.9732,-0.7435555,UN
8971,325388130121181184,1237648702968299669,187.5927,-1.153361,UN
8972,325388404999088128,1237648720160424076,187.8598,-0.93525,UN
8973,325388679876995072,1237648702968299657,187.5619,-1.201806,UN
8974,325389229632808960,1237648703505236101,187.6942,-0.7794445,UN
8975,325389504510715904,1237648720160293082,187.5771,-0.9948611,S
8976,325390329144436736,1237648720160358557,187.745,-0.898,UN
8977,325391153778157568,1237648704042172617,187.948,-0.3909445,S
8978,325392528167692288,1237648720697295024,187.9147,-0.5706111,UN
8979,325393077923506176,1237648720697294934,187.804,-0.52825,E
8980,325393352801413120,1237648720697360592,188.0369,-0.5898333,S
8981,325393627679320064,1237648721234165955,187.8165,-0.1081111,UN
8982,325393902557227008,1237648704042238098,188.0892,-0.2833611,S
8983,325394177435133952,1237648721234231512,188.022,-0.04872222,UN
8984,325394452313040896,1237648721234166014,187.9133,-0.085,E
8985,325394727190947840,1237648720697294996,187.8795,-0.5015278,S
8986,325395002068854784,1237648721234166004,187.9084,-0.15225,E
8987,325395276946761728,1237648721234296967,188.1026,-0.1575556,UN
8988,325395551824668672,1237648721234165946,187.7948,-0.1156111,S
8989,325395826702575616,1237648721234231502,188.0092,-0.1040278,S
8990,325396101580482560,1237648721234296999,188.1385,-0.1743889,S
8991,325396376458389504,1237648702968168687,187.3225,-1.101389,UN
8992,325396651336296448,1237648702968234251,187.4945,-1.210278,UN
8993,325396926214203392,1237648702968234273,187.4013,-1.080222,S
8994,325397201092110336,1237648702968299615,187.5317,-1.159722,S
8995,325397750847924224,1237648702968168664,187.2797,-1.193389,UN
8996,325398025725831168,1237648702968299636,187.5545,-1.127222,UN
8997,325398300603738112,1237648702968168681,187.3183,-1.062056,UN
8998,325398850359552000,1237648720160227562,187.4417,-1.018972,S
8999,325399674993272832,1237648703505105066,187.4081,-0.6667222,S
9000,325400499626993664,1237648720160292971,187.54,-1.045694,UN
9001,325400774504900608,1237648702968234199,187.4167,-1.062528,S
9002,325401599138621440,1237648703505105085,187.4342,-0.7182778,UN
9003,325401874016528384,1237648720697163838,187.5782,-0.5647778,S
9004,325402698650249216,1237648720697229395,187.6271,-0.5537778,UN
9005,325402973528156160,1237648704042041444,187.6252,-0.2521111,S
9006,325403248406063104,1237648704042106990,187.6635,-0.2151389,UN
9007,325403523283970048,1237648721234100469,187.6953,-0.04091667,UN
9008,325403798161876992,1237648720697229437,187.6779,-0.5513055,UN
9009,325404073039783936,1237648720697163959,187.5834,-0.5831944,UN
9010,325405172551411712,1237648704042106925,187.7315,-0.3380278,UN
9011,325406272063039488,1237648721234100431,187.6624,-0.01477778,S
9012,325406546940946432,1237648721234100423,187.6396,-0.1339167,S
9013,325406821818853376,1237648721234165940,187.7923,-0.1472778,S
9014,325407371574667264,1237648702968103259,187.1746,-1.14375,UN
9015,325407646452574208,1237648720160096493,187.1506,-0.8738889,UN
9016,325407921330481152,1237648702968168622,187.2137,-1.165806,UN
9017,325408471086295040,1237648720160096490,187.149,-0.933,UN
9018,325409020842108928,1237648720160096535,187.1058,-0.8393056,S
9019,325409570597922816,1237648720160161957,187.184,-0.8976389,UN
9020,325409845475829760,1237648720160096463,187.125,-0.8904722,S
9021,325410120353736704,1237648703505039476,187.2438,-0.7136945,UN
9022,325410395231643648,1237648720160096479,187.1452,-0.9644722,UN
9023,325410944987457536,1237648703504973949,187.1317,-0.8123889,UN
9024,325411494743271424,1237648703504973980,187.1584,-0.7800556,UN
9025,325411769621178368,1237648720160161963,187.1893,-0.8657778,UN
9026,325412044499085312,1237648702968103061,187.1113,-1.128889,S
9027,325412319376992256,1237648703505039455,187.2118,-0.6395,UN
9028,325413144010713088,1237648721234034815,187.5499,-0.1558611,E
9029,325413418888620032,1237648704041975921,187.3859,-0.2292222,UN
9030,325413968644433920,1237648720697098391,187.3914,-0.5578333,UN
9031,325414518400247808,1237648721234034760,187.4735,-0.1974722,UN
9032,325414793278154752,1237648704042041478,187.524,-0.3373611,UN
9033,325415343033968640,1237648704041975904,187.3754,-0.4106945,UN
9034,325415617911875584,1237648704041975941,187.418,-0.2344722,UN
9035,325416167667689472,1237648721234034693,187.4765,-0.05536111,UN
9036,325416442545596416,1237648720697098449,187.453,-0.4994722,UN
9037,325416717423503360,1237648704041975957,187.4493,-0.3345556,UN
9038,325416992301410304,1237648704041975979,187.4699,-0.2964167,UN
9039,325417542057224192,1237648721234034825,187.5564,-0.1831389,UN
9040,325417816935131136,1237648704042041387,187.5462,-0.2490555,UN
9041,325418091813038080,1237648721233969374,187.4009,-0.1399167,UN
9042,325418366690945024,1237648702968037521,186.9114,-1.101222,UN
9043,325419191324665856,1237648702968103193,187.0719,-1.115833,UN
9044,325419741080479744,1237648720159965444,186.8595,-0.8645833,UN
9045,325420290836293632,1237648702968103043,187.0863,-1.067611,S
9046,325420565714200576,1237648702968103145,187.0952,-1.223,UN
9047,325420840592107520,1237648720160030857,186.931,-1.044944,S
9048,325421115470014464,1237648720696967333,187.0293,-0.6026389,UN
9049,325421390347921408,1237648720159965436,186.8438,-0.8689445,UN
9050,325421665225828352,1237648703504908362,187.0476,-0.6360278,UN
9051,325421940103735296,1237648703504908452,186.9904,-0.6415555,UN
9052,325422214981642240,1237648703504973916,187.0842,-0.7904722,UN
9053,325422489859549184,1237648703504908379,186.9167,-0.8001667,UN
9054,325422764737456128,1237648703504908405,186.9646,-0.6473333,UN
9055,325423039615363072,1237648703504908461,187.0,-0.8206667,UN
9056,325423314493270016,1237648720160030964,186.9958,-0.8443056,E
9057,325423589371176960,1237648702968103032,187.0825,-1.127667,S
9058,325424139126990848,1237648704041844891,187.1737,-0.3381667,UN
9059,325424688882804736,1237648720697098351,187.3189,-0.458,S
9060,325425513516525568,1237648704041844767,187.1529,-0.2733611,UN
9061,325426063272339456,1237648720697032998,187.2386,-0.5668611,S
9062,325426887906060288,1237648720696967394,187.113,-0.4286945,S
9063,325427162783967232,1237648704041844914,187.2034,-0.384,UN
9064,325427437661874176,1237648721233903690,187.1948,-0.1666111,UN
9065,325427712539781120,1237648721233969286,187.321,-0.1950556,UN
9066,325427987417688064,1237648704041910479,187.3537,-0.2451667,UN
9067,325428812051408896,1237648704041844842,187.126,-0.3564444,E
9068,325429086929315840,1237648704041844752,187.1327,-0.3095278,UN
9069,325429361807222784,1237648720696901856,186.9405,-0.5344167,UN
9070,325429636685129728,1237648704041779417,186.9262,-0.3800278,S
9071,325429911563036672,1237648720696901750,186.9133,-0.4655,S
9072,325430186440943616,1237648721233772733,186.8972,-0.1995556,S
9073,325430461318850560,1237648704041779439,186.931,-0.4050556,UN
9074,325430736196757504,1237648720696901966,186.9834,-0.5265555,S
9075,325431011074664448,1237648704041779403,186.9157,-0.4098611,UN
9076,325431560830478336,1237648720696901777,186.9523,-0.49025,UN
9077,325431835708385280,1237648720696901728,186.9015,-0.4262778,S
9078,325433210097920000,1237648721233772742,186.908,-0.08833333,UN
9079,325434309609547776,1237648704041713840,186.9044,-0.3840556,UN
9080,325435409121175552,1237648720696836214,186.7253,-0.4326944,UN
9081,325435683999082496,1237648704041713764,186.769,-0.4059167,S
9082,325435958876989440,1237648720696770746,186.7051,-0.5477778,UN
9083,325436233754896384,1237648704041713749,186.7617,-0.32375,UN
9084,325437333266524160,1237648704041713808,186.8566,-0.3925,UN
9085,325437608144431104,1237648704041713811,186.8569,-0.3721389,UN
9086,325438157900244992,1237648721233641796,186.6737,-0.1058056,S
9087,325438432778151936,1237648704041713785,186.8273,-0.4079444,UN
9088,325438707656058880,1237648721233707208,186.8543,-0.04394444,S
9089,325439807167686656,1237648721233707090,186.8654,-0.094,UN
9090,325440906679314432,1237648702967971995,186.872,-1.184722,UN
9091,325442006190942208,1237648702967841051,186.5993,-1.08325,UN
9092,325442555946756096,1237648702967971957,186.7622,-1.206778,S
9093,325443105702569984,1237648702967906488,186.735,-1.200111,S
9094,325443380580476928,1237648703504777360,186.736,-0.68325,E
9095,325443930336290816,1237648720696770718,186.687,-0.6216389,UN
9096,325444205214197760,1237648703504777300,186.6552,-0.6319166,UN
9097,325444754970011648,1237648703504842893,186.8359,-0.6958333,UN
9098,325445029847918592,1237648703504842905,186.8436,-0.7798611,UN
9099,325445854481639424,1237648720696770655,186.6003,-0.5999445,UN
9100,325446129359546368,1237648704041582692,186.5165,-0.3139722,S
9101,325446404237453312,1237648704041517194,186.3177,-0.4118333,UN
9102,325447228871174144,1237648720696639674,186.3535,-0.55375,UN
9103,325447503749081088,1237648720696705272,186.5315,-0.5358889,E
9104,325449153016522752,1237648720696705277,186.5328,-0.6036111,UN
9105,325449977650243584,1237648720696705302,186.5589,-0.5742778,UN
9106,325452726429313024,1237648702967841042,186.5815,-1.078417,UN
9107,325453001307219968,1237648720159768631,186.3717,-0.9414722,UN
9108,325453551063033856,1237648702967840928,186.5419,-1.156472,UN
9109,325454100818847744,1237648703504711784,186.5145,-0.7069445,UN
9110,325454375696754688,1237648703504646261,186.3525,-0.7993889,UN
9111,325454925452568576,1237648702967840884,186.4777,-1.133417,UN
9112,325455200330475520,1237648703504646300,186.4248,-0.7346944,UN
9113,325456299842103296,1237648703504711832,186.5755,-0.6971389,UN
9114,325456574720010240,1237648720159834423,186.5611,-0.9893611,UN
9115,325456849597917184,1237648704041451669,186.2068,-0.3189722,UN
9116,325457124475824128,1237648704041255105,185.8511,-0.3711389,UN
9117,325457949109544960,1237648704041517186,186.3131,-0.3095556,E
9118,325458223987451904,1237648704041451581,186.1917,-0.3990833,E
9119,325459323499079680,1237648704041320600,185.9429,-0.3825833,E
9120,325460972766521344,1237648720696574196,186.25,-0.5722778,UN
9121,325461522522335232,1237648721233510654,186.3072,-0.1805556,UN
9122,325461797400242176,1237648704041320604,185.9572,-0.2357222,UN
9123,325462347156056064,1237648702967709852,186.2194,-1.176528,UN
9124,325463721545590784,1237648703504318594,185.6272,-0.6827222,S
9125,325464271301404672,1237648720159703062,186.151,-0.8598611,S
9126,325464821057218560,1237648720159441152,185.6653,-0.9276111,E
9127,325465095935125504,1237648702967578786,185.9371,-1.236861,UN
9128,325466195446753280,1237648703504318707,185.5717,-0.7139722,UN
9129,325467844714194944,1237648721233182803,185.6688,-0.2045556,S
9130,325468119592101888,1237648720696246441,185.3724,-0.6227778,UN
9131,325468394470008832,1237648704041255013,185.7335,-0.3207222,UN
9132,325469219103729664,1237648704041189456,185.5676,-0.2603333,S
9133,325469768859543552,1237648704041189516,185.6678,-0.2948333,UN
9134,325470043737450496,1237648721233182834,185.5466,-0.1457222,S
9135,325470318615357440,1237648704041255037,185.7497,-0.2930833,UN
9136,325470593493264384,1237648720696180875,185.3092,-0.4538056,S
9137,325470868371171328,1237648721233182853,185.5744,-0.1288333,UN
9138,325471418126985216,1237648721233248412,185.7715,-0.08977778,UN
9139,325472242760706048,1237648704041255080,185.8104,-0.2561667,E
9140,325473892028147712,1237648722307055881,185.906,0.6751111,S
9141,325474166906054656,1237648705651802265,185.667,0.9381389,UN
9142,325474441783961600,1237648722843926572,185.8919,1.168917,S
9143,325474991539775488,1237648722843926699,185.9288,1.229361,UN
9144,325475266417682432,1237648722843861086,185.7214,1.091056,UN
9145,325476365929310208,1237648705651802228,185.6364,0.953,S
9146,325476640807217152,1237648722307055888,185.9257,0.7185278,S
9147,325477465440937984,1237648705651867715,185.7156,1.033167,UN
9148,325477740318844928,1237648722307055682,185.9118,0.7256944,UN
9149,325478015196751872,1237648722843861095,185.7285,1.049389,E
9150,325478564952565760,1237648722306990270,185.7169,0.7420278,UN
9151,325478839830472704,1237648721769988184,185.3848,0.2162222,UN
9152,325479389586286592,1237648721769988316,185.462,0.3398055,UN
9153,325479939342100480,1237648721769988169,185.5034,0.3150278,UN
9154,325481863487449088,1237648704577929373,185.3627,0.1757222,E
9155,325482138365356032,1237648721769988344,185.481,0.3293889,UN
9156,325482413243262976,1237648721769922784,185.3595,0.2103056,UN
9157,325484062510704640,1237648721769988305,185.4541,0.3645,UN
9158,325484337388611584,1237648705651998864,186.1402,0.9995278,UN
9159,325484612266518528,1237648722844057775,186.1923,1.068306,E
9160,325485711778146304,1237648722843992228,186.0494,1.213028,S
9161,325485986656053248,1237648705651998917,186.1216,0.8975,UN
9162,325486261533960192,1237648705651998890,186.0506,0.9523611,E
9163,325487086167681024,1237648705651998783,186.0255,0.8632222,UN
9164,325487361045587968,1237648722843992224,186.0392,1.226778,UN
9165,325488185679308800,1237648722844057720,186.1203,1.090167,UN
9166,325488460557215744,1237648705651998877,186.1579,0.8755,UN
9167,325489010313029632,1237648722843992100,186.0204,1.189806,UN
9168,325489560068843520,1237648722307121331,186.1075,0.7802778,S
9169,325489834946750464,1237648705115193464,186.2689,0.5783611,UN
9170,325490384702564352,1237648705114997022,185.7945,0.601,UN
9171,325490659580471296,1237648705114931390,185.6602,0.5241111,UN
9172,325490934458378240,1237648705114931419,185.6563,0.5459167,UN
9173,325492033970006016,1237648705115062376,185.9527,0.5965278,E
9174,325492308847912960,1237648721770250371,186.0546,0.2405833,UN
9175,325493133481633792,1237648721770184929,185.916,0.3216944,UN
9176,325493408359540736,1237648704578125891,185.7281,0.036,UN
9177,325493958115354624,1237648704578257040,186.0338,0.1131944,UN
9178,325495057626982400,1237648704578257045,186.038,0.1703889,UN
9179,325495882260703232,1237648722307252439,186.372,0.7261944,E
9180,325496157138610176,1237648722844123225,186.2765,1.110194,UN
9181,325496432016517120,1237648722844057792,186.2063,1.0785,UN
9182,325496706894424064,1237648705652129879,186.3481,0.9958333,UN
9183,325496981772331008,1237648722307186816,186.2332,0.7934167,S
9184,325497256650237952,1237648722844254303,186.6135,1.174833,UN
9185,325498631039772672,1237648722844123386,186.3731,1.125,UN
9186,325498905917679616,1237648722307252407,186.3637,0.7101111,E
9187,325499455673493504,1237648705652129937,186.4323,0.9302778,S
9188,325500005429307392,1237648722307317905,186.5103,0.7778056,S
9189,325500555185121280,1237648722307252449,186.3781,0.6985555,UN
9190,325500830063028224,1237648721770447069,186.5602,0.2671944,S
9191,325501379818842112,1237648705115324563,186.5081,0.4932222,UN
9192,325502204452562944,1237648704578322577,186.2967,0.03216667,E
9193,325502479330469888,1237648721770381447,186.296,0.37825,S
9194,325503029086283776,1237648705115259083,186.4239,0.61375,UN
9195,325504128597911552,1237648721770381555,186.408,0.28225,UN
9196,325504678353725440,1237648721770381521,186.3973,0.2359167,S
9197,325506052743260160,1237648721770446991,186.4932,0.2178889,UN
9198,325506327621167104,1237648705652260874,186.6315,0.9861389,UN
9199,325506602499074048,1237648722844319896,186.7786,1.208333,UN
9200,325507152254887936,1237648722844254315,186.6251,1.198306,UN
9201,325507702010701824,1237648722844319846,186.7349,1.213722,E
9202,325508251766515712,1237648722844385408,186.953,1.120361,UN
9203,325508801522329600,1237648722307514541,186.9844,0.6576111,UN
9204,325509626156050432,1237648722844385431,187.0048,1.11125,UN
9205,325509901033957376,1237648705652326553,186.8359,0.9558055,UN
9206,325510725667678208,1237648722844385412,186.9819,1.11625,UN
9207,325511000545585152,1237648722844319883,186.7556,1.193333,UN
9208,325511550301399040,1237648705652326581,186.9051,0.8521389,UN
9209,325512100057212928,1237648705115390081,186.7309,0.4903055,UN
9210,325512374935119872,1237648705115390097,186.7452,0.6027222,UN
9211,325512924690933760,1237648721770578065,186.8107,0.2391667,UN
9212,325513199568840704,1237648721770512629,186.6911,0.3713056,UN
9213,325515398592096256,1237648705115324598,186.5983,0.5277778,S
9214,325515948347910144,1237648721770578029,186.7513,0.4051389,UN
9215,325516223225817088,1237648721770578069,186.8143,0.4153611,UN
9216,325516498103724032,1237654670825422913,186.7425,0.4206667,UN
9217,325516772981630976,1237648705115455606,186.8562,0.5353333,UN
9218,325517047859537920,1237648704578519191,186.6423,0.1402778,S
9219,325517597615351808,1237648704578715759,187.0609,0.1867778,UN
9220,325517872493258752,1237648705115521074,187.0569,0.6167778,UN
9221,325518147371165696,1237648705115586675,187.0673,0.4519444,UN
9222,325518422249072640,1237648721770643600,186.9223,0.4185833,S
9223,325518697126979584,1237648721770709106,187.0312,0.3124722,UN
9224,325518972004886528,1237648721770643531,187.0047,0.3122778,UN
9225,325519796638607360,1237648705115521094,186.9207,0.4691944,UN
9226,325520346394421248,1237648721770643674,187.0135,0.3310556,S
9227,325520621272328192,1237648704578650202,186.9182,0.06916667,UN
9228,325521445906049024,1237648704578650230,186.9621,0.04569444,UN
9229,325521995661862912,1237648704578584799,186.8642,0.04888889,UN
9230,325522545417676800,1237648705115521134,187.0064,0.4928611,UN
9231,325522820295583744,1237648721770709198,187.1601,0.3920833,UN
9232,325523370051397632,1237648721770709129,187.0797,0.2291111,S
9233,325523919807211520,1237648705115586666,187.1995,0.5684722,UN
9234,325524469563025408,1237648705115652230,187.3342,0.4268611,S
9235,325525019318839296,1237648704578715685,187.113,0.1423889,S
9236,325525294196746240,1237648705115652181,187.279,0.5810834,S
9237,325525569074653184,1237648705115652134,187.3241,0.4493611,UN
9238,325526668586280960,1237648704578781305,187.2595,0.2000556,UN
